Cycle,omega,b,TemperatureAvg,InternalResistance,ChargeTime,dQdV_max,dQdV_min,dQdV_var,RUL,SOH
230,0.009700437,0.010615085,36.85922365,0.015305532,10.04412717,-0.142931729,-6.217284372,3.181611482,928,0.960442364
231,0.009699496,0.010615891,36.8713488,0.015301753,10.04410567,-0.143186096,-6.221447451,3.182135547,927,0.960362909
232,0.009699485,0.010618279,36.88284132,0.015301223,10.044119,-0.143391695,-6.207667094,3.176170269,926,0.960285
233,0.009700724,0.010623717,36.88822391,0.015300742,10.0441855,-0.143144423,-6.209915326,3.176759525,925,0.960373364
234,0.009700317,0.010626719,36.89304258,0.015300475,10.044145,-0.143241902,-6.218701071,3.177799039,924,0.960273273
235,0.00970055,0.010629114,36.8986848,0.015299472,10.04407283,-0.143114083,-6.223246482,3.17935672,923,0.960153
236,0.009702519,0.010633275,36.91749997,0.015297162,10.04415483,-0.143198314,-6.213043811,3.178268548,922,0.960196273
237,0.00970392,0.010635474,36.94140573,0.015295944,10.04413967,-0.143332425,-6.212431205,3.177714859,921,0.960309818
238,0.009704163,0.010637624,36.95936995,0.015293655,10.04414767,-0.143679783,-6.207174188,3.17984139,920,0.960201364
239,0.009704283,0.010639074,36.97193971,0.015291301,10.04415883,-0.143620519,-6.201174962,3.18006816,919,0.960127636
240,0.0097041,0.010640993,36.98318567,0.015291838,10.044182,-0.143644213,-6.20156584,3.180289916,918,0.960104273
241,0.009703895,0.010643782,36.99007279,0.015293826,10.0441745,-0.143707732,-6.194326289,3.178367969,917,0.959989182
242,0.009701871,0.010645558,36.99143196,0.015293683,10.04414567,-0.143469366,-6.201953081,3.179647469,916,0.959961545
243,0.009697709,0.010645229,36.98828619,0.015294342,10.04414267,-0.143523354,-6.211411677,3.179254046,915,0.959854091
244,0.009694068,0.01064619,36.98173282,0.015294839,10.04405733,-0.143390569,-6.19905802,3.17624713,914,0.959837909
245,0.00969335,0.010651562,36.97612779,0.015297924,10.04398883,-0.143369086,-6.201181973,3.174977641,913,0.959702091
246,0.009692943,0.010655605,36.96915593,0.015299278,10.04398567,-0.143396372,-6.199011129,3.173326385,912,0.959814545
247,0.009691802,0.01065888,36.96567955,0.015297336,10.04397483,-0.143504253,-6.190268609,3.171679987,911,0.959811636
248,0.009691827,0.010663004,36.96738319,0.015302338,10.04387233,-0.143278796,-6.193496128,3.169955021,910,0.959768818
249,0.009690189,0.010665599,36.96949992,0.015304017,10.04386967,-0.14320668,-6.192588723,3.166939892,909,0.959621545
250,0.009689629,0.010670439,36.96635822,0.015305261,10.0438575,-0.142998653,-6.196396191,3.169272807,908,0.959705909
251,0.009689509,0.010674445,36.96472532,0.01530396,10.04387983,-0.142838976,-6.190562437,3.168413155,907,0.959544182
252,0.009690663,0.010678724,36.9701606,0.015302829,10.043885,-0.142639527,-6.210051416,3.171397069,906,0.959511091
253,0.009692067,0.010682478,36.98510245,0.015300758,10.04381533,-0.142719924,-6.209804632,3.170594304,905,0.959474455
254,0.009694605,0.01068771,37.00098591,0.015297158,10.04397467,-0.142801149,-6.216660492,3.17203214,904,0.959515364
255,0.009693863,0.010688748,37.00988366,0.015295373,10.044003,-0.142699825,-6.209707891,3.168900664,903,0.959471364
256,0.00969237,0.01068997,37.01569323,0.015293321,10.04399883,-0.142509628,-6.221394946,3.170129255,902,0.959401091
257,0.009690861,0.010691938,37.02520226,0.015291695,10.0439705,-0.14227976,-6.235978341,3.171471329,901,0.959280182
258,0.009688626,0.010693841,37.02484511,0.015288492,10.04405967,-0.142260248,-6.236585684,3.171775402,900,0.959236545
259,0.009687329,0.010697099,37.02561776,0.015290562,10.044003,-0.142087478,-6.247589235,3.173670727,899,0.959162273
260,0.009685937,0.010698939,37.02323283,0.01528991,10.04393933,-0.142159674,-6.244967346,3.169679911,898,0.959178182
261,0.009684294,0.010702427,37.02391774,0.015290317,10.0439345,-0.142159392,-6.240750892,3.16719775,897,0.959086
262,0.009680591,0.010703925,37.01578722,0.015295019,10.043967,-0.142339041,-6.222951945,3.167657314,896,0.958986818
263,0.009678383,0.0107072,36.99764841,0.015296799,10.04403483,-0.142226627,-6.231455212,3.166596275,895,0.959038091
264,0.00967554,0.010708393,36.98410603,0.015302018,10.044004,-0.142003542,-6.215669415,3.16013836,894,0.958978909
265,0.0096734,0.010710364,36.97850546,0.015301583,10.0440965,-0.142231347,-6.218752357,3.162873356,893,0.959000273
266,0.009671712,0.010712066,36.97821041,0.01530377,10.04401167,-0.142268354,-6.214962168,3.161245996,892,0.959013636
267,0.009670759,0.01071451,36.97432429,0.0153075,10.04403767,-0.14243201,-6.194243677,3.157355588,891,0.958922273
268,0.009670511,0.010716897,36.97837152,0.015308623,10.04409783,-0.142478479,-6.175003899,3.150452116,890,0.958902545
269,0.009669905,0.010718378,36.98331111,0.015307563,10.04414783,-0.142548908,-6.180410182,3.148694555,889,0.958827909
270,0.009669362,0.010720034,36.9951535,0.015310035,10.04423317,-0.14255253,-6.170887571,3.145880467,888,0.958792182
271,0.009669442,0.010720783,37.00725424,0.015310149,10.044217,-0.142563009,-6.175726625,3.148577628,887,0.958820182
272,0.009669778,0.010722255,37.02601901,0.015305612,10.04419,-0.14254563,-6.164320587,3.140976765,886,0.958642273
273,0.009669805,0.010723145,37.04485241,0.015306143,10.044125,-0.143465508,-6.150016725,3.138445605,885,0.958704
274,0.009669842,0.010725936,37.06093699,0.015305593,10.04412233,-0.143779421,-6.17639498,3.145176961,884,0.958674727
275,0.009669588,0.01072925,37.0729792,0.015307594,10.044024,-0.14358596,-6.167208432,3.141945173,883,0.958264818
276,0.009668492,0.010732165,37.08747972,0.015307309,10.04406867,-0.143876861,-6.157819028,3.142260696,882,0.958547636
277,0.009667421,0.010735731,37.08894194,0.015308179,10.044113,-0.143970917,-6.165647931,3.140860663,881,0.958414818
278,0.009666241,0.010739884,37.08735832,0.015308013,10.04402217,-0.144036316,-6.16079132,3.14081488,880,0.958326
279,0.009665564,0.010742847,37.08288952,0.015311605,10.04403917,-0.144040644,-6.1478793,3.140311977,879,0.958314818
280,0.009665481,0.01074737,37.08122936,0.015312612,10.044004,-0.143934499,-6.145199147,3.141047631,878,0.958308
281,0.009664395,0.01075058,37.07899702,0.015313722,10.04399333,-0.143797715,-6.140691015,3.136912225,877,0.958166364
282,0.009664911,0.010755553,37.07488045,0.015314767,10.04406167,-0.143846177,-6.159157516,3.139961135,876,0.958258636
283,0.009664824,0.010760204,37.07513362,0.015314675,10.0441075,-0.142981121,-6.149464971,3.138903486,875,0.958190091
284,0.009664653,0.010763522,37.07405565,0.015313337,10.04408733,-0.143128122,-6.13062454,3.134444751,874,0.958273273
285,0.009665122,0.010766719,37.08022564,0.015314238,10.04411317,-0.143261369,-6.1293295,3.131371407,873,0.958250091
286,0.009665551,0.010770046,37.08422696,0.015315619,10.0441265,-0.143076405,-6.133201201,3.130206556,872,0.958123273
287,0.009665149,0.010770883,37.09963071,0.015314783,10.04406033,-0.142627318,-6.136268839,3.131271775,871,0.958045818
288,0.009664044,0.0107706,37.10985411,0.015314104,10.04409467,-0.142290811,-6.1453772,3.13084835,870,0.958067
289,0.009661848,0.010770716,37.11726659,0.015314048,10.0440675,-0.142344372,-6.147483234,3.129327774,869,0.957986727
290,0.009659476,0.010770442,37.12575712,0.01530988,10.044046,-0.139245713,-6.154581365,3.130542833,868,0.957937091
291,0.009658111,0.010771611,37.13716388,0.015308611,10.04400983,-0.139295292,-6.145648751,3.129241443,867,0.957822
292,0.009655562,0.010771428,37.14378691,0.01530849,10.04395417,-0.139193217,-6.129558692,3.126928468,866,0.957783364
293,0.009652659,0.010771605,37.14943228,0.015309447,10.04396517,-0.139476867,-6.128780147,3.124290568,865,0.957712727
294,0.009648635,0.010771765,37.14924485,0.015311847,10.0439935,-0.139096703,-6.124132501,3.122485181,864,0.957713455
295,0.009645416,0.010772804,37.14297662,0.015314555,10.04392167,-0.139052557,-6.136271747,3.123604476,863,0.957617545
296,0.009643392,0.010774627,37.1358109,0.015318438,10.043957,-0.138873376,-6.13115987,3.121868598,862,0.957620545
297,0.009641902,0.010777428,37.12896779,0.015323691,10.043997,-0.139175,-6.125113178,3.118838368,861,0.957593182
298,0.009641265,0.010781324,37.12769039,0.015325295,10.04399517,-0.139452763,-6.118028699,3.11817789,860,0.957569455
299,0.009642164,0.010787131,37.13252873,0.015324446,10.0440425,-0.139386515,-6.121463231,3.117755203,859,0.957466
300,0.009641758,0.010790395,37.13129851,0.015327617,10.04407467,-0.142501661,-6.116126118,3.116155321,858,0.957503182
301,0.009639893,0.010792186,37.12825901,0.015329997,10.04413033,-0.14271663,-6.123921222,3.114975908,857,0.957416091
302,0.009638959,0.01079498,37.13231817,0.015331339,10.04418233,-0.142677159,-6.1206601,3.112656373,856,0.957258364
303,0.009638377,0.010797459,37.13404127,0.015333264,10.044173,-0.142294026,-6.130565921,3.116795657,855,0.957248364
304,0.009639424,0.010801004,37.14215363,0.015332427,10.04420983,-0.143230961,-6.137199194,3.117314497,854,0.957216818
305,0.009638302,0.010802373,37.15169401,0.015330918,10.044271,-0.143348779,-6.118974224,3.114132214,853,0.957168
306,0.009635743,0.010803822,37.15247717,0.01532678,10.04429433,-0.143376543,-6.127816733,3.111981101,852,0.957029818
307,0.009633308,0.010806286,37.14585994,0.015323037,10.04426267,-0.143227938,-6.138213183,3.111961089,851,0.957046
308,0.00962963,0.010808059,37.13598159,0.015326872,10.04428883,-0.143291328,-6.140227343,3.109937661,850,0.957016
309,0.009625685,0.010810447,37.12185488,0.015330131,10.04426533,-0.1430967,-6.125497612,3.106530703,849,0.956955455
310,0.009621301,0.010812978,37.10819154,0.015335565,10.044359,-0.143044742,-6.118111246,3.100601009,848,0.956793455
311,0.009618263,0.010817516,37.09017792,0.015340496,10.04433467,-0.142687573,-6.135624067,3.100768666,847,0.956806364
312,0.009615553,0.010821641,37.07136719,0.015345608,10.04433,-0.142747704,-6.142319247,3.100118489,846,0.956720727
313,0.009612854,0.010825852,37.05610586,0.015348294,10.04430833,-0.1426012,-6.131834081,3.094017635,845,0.956642909
314,0.009609355,0.010828312,37.04299973,0.015351606,10.04428917,-0.141612249,-6.137067688,3.091784557,844,0.956555727
315,0.009607185,0.01083182,37.03014412,0.01535296,10.04440917,-0.14155124,-6.128795864,3.089345492,843,0.956596364
316,0.009606416,0.010836222,37.02061176,0.015356455,10.04436,-0.141436024,-6.122764084,3.08654701,842,0.956661364
317,0.009605402,0.010838878,37.01828239,0.015356787,10.04435133,-0.141651597,-6.120459012,3.088988049,841,0.956557909
318,0.009605353,0.010841481,37.02580667,0.015357217,10.04431767,-0.141465351,-6.116646419,3.086249459,840,0.956434545
319,0.009605161,0.010842433,37.04062575,0.015355816,10.044346,-0.141723394,-6.110246863,3.08483265,839,0.956482909
320,0.009606183,0.010845128,37.05552789,0.015354952,10.0442805,-0.141769943,-6.110741629,3.085465516,838,0.956367727
321,0.009606845,0.010847428,37.06849792,0.015350447,10.0443745,-0.141730245,-6.100307025,3.084478428,837,0.956370727
322,0.00960803,0.010850686,37.07702415,0.015346445,10.04267433,-0.141592377,-6.087452249,3.084170101,836,0.956404818
323,0.009607911,0.010852194,37.08343281,0.015343685,10.04267733,-0.141870846,-6.088750389,3.084697381,835,0.956186455
324,0.009608214,0.010854701,37.08918939,0.015342324,10.042664,-0.142010561,-6.080341592,3.080436073,834,0.956168182
325,0.009608361,0.010857797,37.09661834,0.015344007,10.04253667,-0.142020208,-6.091477064,3.081306288,833,0.956162
326,0.00960823,0.010859186,37.11141016,0.015343132,10.04251167,-0.141961036,-6.114469937,3.08637693,832,0.956186364
327,0.009608885,0.010861562,37.13479193,0.015343018,10.04254633,-0.141846728,-6.105759653,3.082723981,831,0.956161273
328,0.009609571,0.010863112,37.14691236,0.0153388,10.04254483,-0.141865083,-6.113961639,3.086745714,830,0.956177727
329,0.009609633,0.010865441,37.15528642,0.015335917,10.04252217,-0.141941811,-6.113133609,3.08669963,829,0.956074545
330,0.009608253,0.010865956,37.16120514,0.015333288,10.04252667,-0.142053495,-6.115531545,3.086275037,828,0.956048545
331,0.009607354,0.010868399,37.16367512,0.015334143,10.04253117,-0.14239725,-6.107702241,3.08555604,827,0.955929909
332,0.009605224,0.010869362,37.17112561,0.015334894,10.0441345,-0.142378183,-6.12018512,3.084522954,826,0.955812364
333,0.009603384,0.010870727,37.17822687,0.015335673,10.04418583,-0.142331824,-6.113241986,3.083130385,825,0.955735273
334,0.009602057,0.010874084,37.18237669,0.015338152,10.04418917,-0.142234428,-6.103669154,3.081035113,824,0.955712
335,0.009601007,0.010877788,37.1814019,0.015340688,10.0442185,-0.141216063,-6.106974051,3.08075846,823,0.955664545
336,0.009598617,0.010879951,37.17535061,0.015339702,10.0442785,-0.141269019,-6.082624202,3.075109031,822,0.955692727
337,0.009596269,0.010882747,37.1616793,0.015344569,10.04428217,-0.141038058,-6.087720647,3.0754304,821,0.955544273
338,0.00959419,0.010887413,37.15430498,0.015349755,10.04434033,-0.141050789,-6.069527859,3.072165897,820,0.955534727
339,0.009590837,0.010889132,37.1446317,0.015352613,10.04439967,-0.140927077,-6.069410012,3.069396611,819,0.955482273
340,0.009591262,0.010895324,37.13909307,0.01535515,10.04440267,-0.140697176,-6.073606712,3.070617925,818,0.955615545
341,0.00959001,0.010897654,37.14072316,0.015354614,10.04434833,-0.140428434,-6.081773792,3.071309254,817,0.955446273
342,0.009589216,0.010901046,37.14156931,0.015355176,10.04446233,-0.140349994,-6.083570479,3.071972368,816,0.955463727
343,0.009589477,0.010905113,37.14195854,0.015356806,10.04443933,-0.140273023,-6.101521353,3.076147478,815,0.955411909
344,0.009588576,0.010906696,37.14258797,0.015356871,10.04436333,-0.14027876,-6.107112681,3.078093195,814,0.955444182
345,0.00958773,0.010909179,37.14268011,0.015354242,10.0443385,-0.141030422,-6.100313268,3.076749869,813,0.955316273
346,0.009587224,0.01091303,37.14045003,0.015359349,10.04430333,-0.14096047,-6.102534412,3.075446033,812,0.955271273
347,0.009586503,0.01091672,37.136099,0.015358158,10.04426417,-0.141014515,-6.098362404,3.073765634,811,0.955229455
348,0.009585381,0.010919997,37.12965072,0.015358784,10.04426283,-0.141024109,-6.110022272,3.073038407,810,0.955236182
349,0.00958583,0.010924939,37.1234179,0.01536244,10.04422217,-0.141027595,-6.118363227,3.073343293,809,0.955119818
350,0.009584263,0.010926906,37.11744856,0.015362362,10.04418367,-0.141056189,-6.108660366,3.069764966,808,0.955149
351,0.009584038,0.010930204,37.11098766,0.015366213,10.04254783,-0.141815655,-6.103471887,3.068454576,807,0.955104636
352,0.009584131,0.010933538,37.10685885,0.015372557,10.04250767,-0.141972209,-6.095168921,3.065211973,806,0.955031455
353,0.009583523,0.010936995,37.10661421,0.015374541,10.04251383,-0.141920509,-6.101018144,3.062333246,805,0.954907364
354,0.009581831,0.010937455,37.10806505,0.015376437,10.04260567,-0.141817371,-6.121188054,3.065041006,804,0.954823909
355,0.009582009,0.010940411,37.10924158,0.015376983,10.04099083,-0.142124676,-6.120252894,3.06566144,803,0.954904
356,0.009581844,0.01094229,37.11327724,0.015377358,10.0410215,-0.142311254,-6.116046688,3.065972761,802,0.954829455
357,0.00958193,0.010945584,37.11708296,0.015378733,10.04110133,-0.142342206,-6.127828739,3.067666125,801,0.954827273
358,0.009580753,0.010946133,37.11722517,0.015379744,10.041117,-0.142096992,-6.126120015,3.065758488,800,0.954731273
359,0.009580508,0.010948435,37.12102603,0.015380332,10.04111467,-0.142228319,-6.114282084,3.065328019,799,0.954675545
360,0.009579762,0.010949583,37.12896776,0.015383145,10.04107683,-0.14236823,-6.117370441,3.065704574,798,0.954619636
361,0.009580213,0.010952049,37.1381814,0.015380303,10.04266133,-0.141663802,-6.110174186,3.064142336,797,0.954618091
362,0.009579623,0.010953326,37.14656507,0.015374518,10.042709,-0.141664993,-6.111428787,3.064296141,796,0.954604
363,0.009578545,0.010953271,37.15206237,0.015373803,10.0427055,-0.141677988,-6.095341898,3.061277947,795,0.954541636
364,0.009578164,0.010956544,37.1570487,0.015373163,10.042636,-0.141689054,-6.06869586,3.055388017,794,0.954499091
365,0.009575163,0.010956091,37.16057842,0.015376155,10.04431017,-0.141271724,-6.069290461,3.051399738,793,0.954433636
366,0.009573072,0.010958799,37.15944047,0.015377102,10.044252,-0.14116661,-6.05819687,3.047985795,792,0.954372909
367,0.009569373,0.01095843,37.15949244,0.015376863,10.04419067,-0.140972154,-6.041476545,3.044095757,791,0.954310909
368,0.009567753,0.010962581,37.15912481,0.015375888,10.04414917,-0.141451761,-6.035588943,3.041103293,790,0.954311636
369,0.009564556,0.010964408,37.15557354,0.015375794,10.044114,-0.141032698,-6.048401502,3.042515454,789,0.954107273
370,0.009562113,0.010967582,37.14970172,0.015376177,10.0440995,-0.140870037,-6.045788908,3.04157066,788,0.954089909
371,0.009557516,0.010968358,37.14160218,0.015381132,10.04411267,-0.141293282,-6.046047591,3.038241878,787,0.954024727
372,0.009554078,0.010970823,37.13498082,0.015390187,10.04404533,-0.141186368,-6.033415213,3.03383349,786,0.953972
373,0.009550349,0.01097286,37.13020888,0.015389872,10.04393133,-0.141097587,-6.022435556,3.029710927,785,0.953910545
374,0.009547737,0.010975583,37.1224157,0.015391505,10.04394983,-0.141076116,-6.020890312,3.02793533,784,0.953902364
375,0.009544763,0.010977108,37.115265,0.015393323,10.0439295,-0.141112471,-6.013833775,3.028045482,783,0.953807
376,0.009542071,0.010978231,37.11132136,0.015394895,10.043924,-0.140953357,-6.014937055,3.027606493,782,0.953716818
377,0.009540142,0.01098111,37.10475137,0.015395659,10.043883,-0.14080256,-6.025592417,3.025567974,781,0.953732273
378,0.009537552,0.010981899,37.09771352,0.015399894,10.04385667,-0.140559356,-6.019273775,3.024050958,780,0.953649182
379,0.009535154,0.010983424,37.09245988,0.015401945,10.043849,-0.140607509,-6.007987583,3.016703637,779,0.953587
380,0.0095318,0.010984129,37.08196094,0.015403298,10.04386833,-0.140507945,-6.021057548,3.015069316,778,0.953583364
381,0.009529469,0.010986348,37.07409938,0.015401313,10.04385383,-0.139727843,-6.01594503,3.013147798,777,0.953500909
382,0.009526704,0.010987204,37.06514157,0.015399021,10.043845,-0.139769797,-6.046538463,3.016002949,776,0.953404909
383,0.009524317,0.010988856,37.05651638,0.01540537,10.04395367,-0.13970463,-6.046118333,3.015961361,775,0.953373
384,0.009522114,0.010990316,37.0481498,0.015407315,10.04397567,-0.139830505,-6.044514463,3.015251403,774,0.953266
385,0.009520153,0.010991972,37.04180395,0.015406716,10.04398667,-0.140199049,-6.039703904,3.010431371,773,0.953252636
386,0.009518232,0.01099341,37.03349827,0.015407293,10.04410233,-0.14027121,-6.03674277,3.008196134,772,0.953268455
387,0.009517127,0.010994751,37.01996437,0.015408871,10.04418533,-0.140555062,-6.024668636,3.005246932,771,0.953225727
388,0.009517065,0.010996639,37.01531477,0.015407788,10.04418183,-0.14037008,-6.036949816,3.006907407,770,0.953145636
389,0.009519109,0.010999026,37.0152774,0.015404995,10.04421867,-0.140301612,-6.041555917,3.008935212,769,0.953170364
390,0.0095216,0.011000382,37.03890529,0.015402295,10.04427933,-0.140301629,-6.02999649,3.00760953,768,0.953118818
391,0.00952375,0.01099973,37.06685681,0.015398162,10.04433217,-0.140499501,-6.039026249,3.012973387,767,0.953129818
392,0.009527556,0.011001676,37.09593605,0.015391426,10.0443735,-0.14060643,-6.011917546,3.011800491,766,0.953117818
393,0.009531259,0.011001716,37.12724528,0.015381892,10.044414,-0.1406824,-6.012430324,3.014636851,765,0.953047727
394,0.009535451,0.011002524,37.170214,0.015373785,10.044404,-0.140745406,-6.012887702,3.015311014,764,0.953078818
395,0.009540332,0.011004044,37.21248446,0.015364111,10.0443845,-0.1404317,-6.032009704,3.023460023,763,0.953036182
396,0.009544199,0.011005067,37.25650981,0.015358853,10.044338,-0.140505909,-6.034134566,3.027225063,762,0.952929364
397,0.00954683,0.011005656,37.29996006,0.015351278,10.04425633,-0.140533229,-6.029269618,3.03027254,761,0.952857273
398,0.009548849,0.01100629,37.33459167,0.01534479,10.0443105,-0.140646419,-6.02249311,3.031077778,760,0.952839091
399,0.00954952,0.011007159,37.36717919,0.015342731,10.04429167,-0.141227918,-6.021223399,3.031788657,759,0.952779818
400,0.009549872,0.011009078,37.37849786,0.015340957,10.04427767,-0.141393908,-6.031116155,3.034075378,758,0.952717909
401,0.009549999,0.011011447,37.38780929,0.01534322,10.04423683,-0.141518835,-6.036637218,3.031370286,757,0.952662727
402,0.009548864,0.011012219,37.39536394,0.015343661,10.04424517,-0.141504794,-6.028974448,3.028441798,756,0.952627636
403,0.00954921,0.011015895,37.39870402,0.015344347,10.04423283,-0.141511152,-6.026879035,3.026916969,755,0.952634909
404,0.009548949,0.011018727,37.39394284,0.015343576,10.04418667,-0.141501571,-6.03659238,3.032524867,754,0.952637545
405,0.009549006,0.011022248,37.39306386,0.015346457,10.04417933,-0.141797402,-6.021404189,3.029331492,753,0.952573818
406,0.009548556,0.011023822,37.39227827,0.015341876,10.0441465,-0.141659296,-6.034044354,3.026821092,752,0.952492545
407,0.009549204,0.011025673,37.39996301,0.015342125,10.04419133,-0.141788108,-6.032038823,3.027161301,751,0.952481364
408,0.009549722,0.011026559,37.41413775,0.015340676,10.04419,-0.141882085,-6.036487961,3.027242278,750,0.952476545
409,0.009550009,0.011027689,37.42481964,0.015340288,10.044198,-0.141513219,-6.026751425,3.026970501,749,0.952409091
410,0.009551749,0.011030392,37.43691549,0.015336205,10.04422583,-0.14163502,-6.015320306,3.025296577,748,0.952376909
411,0.009553432,0.011034899,37.44570528,0.01533217,10.04431267,-0.141708118,-6.005016686,3.025194417,747,0.952279273
412,0.009555362,0.011039859,37.45321077,0.015330329,10.04432033,-0.141637639,-6.010009061,3.025962921,746,0.952278727
413,0.009556143,0.011043075,37.46308019,0.015330178,10.04426767,-0.141684276,-6.020829386,3.028043088,745,0.952223727
414,0.009556262,0.011046987,37.46960612,0.015331129,10.0443575,-0.141674515,-6.016270191,3.023629868,744,0.952177455
415,0.009555302,0.011049742,37.46978064,0.01533232,10.0443605,-0.141468213,-6.022754626,3.02163595,743,0.952073091
416,0.00955403,0.011052051,37.46861623,0.015336688,10.0443745,-0.141671675,-6.018357161,3.023304213,742,0.952037364
417,0.00955333,0.011055584,37.46579075,0.015337813,10.04432917,-0.141469318,-6.027130782,3.02142237,741,0.951958
418,0.009552377,0.011058565,37.46380234,0.015338804,10.04436933,-0.14140222,-6.022508732,3.019321996,740,0.951983273
419,0.009552818,0.01106288,37.4635605,0.015335248,10.044392,-0.141140343,-6.035399908,3.019739297,739,0.951913091
420,0.009551686,0.011065136,37.46412236,0.015337173,10.04439267,-0.141026064,-6.033934285,3.018595036,738,0.951911545
421,0.009550329,0.011065141,37.4667871,0.015338676,10.04429383,-0.140886745,-6.035118884,3.01805564,737,0.951882273
422,0.009548788,0.011064957,37.47009558,0.015341369,10.0442735,-0.141005089,-6.03288114,3.018957604,736,0.951822091
423,0.009547409,0.011065697,37.47425637,0.015340637,10.04433017,-0.14113554,-6.02623699,3.015098672,735,0.951725364
424,0.009546149,0.011065348,37.47837487,0.015345084,10.0443525,-0.141180159,-6.026874457,3.017091476,734,0.951708636
425,0.00954584,0.01106574,37.48942356,0.015344893,10.04443017,-0.141297888,-6.035801347,3.017505103,733,0.951655818
426,0.009546702,0.011067347,37.50218293,0.015340374,10.04442183,-0.141335087,-6.046013219,3.019076664,732,0.951662727
427,0.009546649,0.011067345,37.51276735,0.015340389,10.04448233,-0.141589505,-6.046995657,3.017953507,731,0.951461545
428,0.009547435,0.011069545,37.52717728,0.015340226,10.04443067,-0.141664746,-6.045615439,3.019727632,730,0.951531909
429,0.009546062,0.011068128,37.54399819,0.015343864,10.044499,-0.142054072,-6.053334155,3.022311916,729,0.951418909
430,0.009544784,0.011068059,37.55572171,0.015345456,10.044414,-0.142073497,-6.050934937,3.022557913,728,0.951465182
431,0.009542994,0.011070266,37.55628722,0.015348868,10.04445383,-0.142204791,-6.071187456,3.024774526,727,0.951328091
432,0.009541645,0.01107354,37.55130698,0.015350162,10.04448733,-0.142192482,-6.07184301,3.024390128,726,0.951293364
433,0.009540265,0.011076011,37.54207598,0.015351201,10.04450583,-0.142215558,-6.060881732,3.021580819,725,0.951213818
434,0.009538872,0.011078457,37.53356967,0.015349098,10.04455483,-0.142111149,-6.059158228,3.01831188,724,0.951175455
435,0.009537365,0.011081348,37.52545758,0.015349868,10.04451,-0.141889394,-6.041875613,3.015823365,723,0.951140182
436,0.009534878,0.011082833,37.51311401,0.015353279,10.04455233,-0.141921726,-6.027747093,3.011672556,722,0.951085455
437,0.009533794,0.011086974,37.50432529,0.015352674,10.04455817,-0.141822193,-6.020129735,3.009408637,721,0.951006455
438,0.009530456,0.011087295,37.48859887,0.015356394,10.04460133,-0.141906262,-6.015121654,3.005975982,720,0.951015
439,0.00952864,0.011089954,37.46892809,0.015357875,10.04457383,-0.141633507,-5.998316,2.999626866,719,0.950922091
440,0.009527868,0.011093274,37.4543963,0.015361393,10.04459767,-0.141606031,-5.998346497,2.997473739,718,0.950898545
441,0.009528393,0.011096469,37.44856081,0.015361623,10.04460867,-0.141414235,-5.979738761,2.99291319,717,0.950863818
442,0.009528563,0.011098799,37.44737087,0.015359776,10.04446433,-0.14131576,-5.977870566,2.991733044,716,0.950799818
443,0.009529536,0.011102845,37.44794079,0.01536229,10.0443935,-0.141134969,-6.006835879,2.996089236,715,0.950789636
444,0.009530393,0.011106492,37.45044361,0.015362463,10.04432083,-0.141095587,-6.006385297,2.996450049,714,0.950683182
445,0.009531195,0.011109213,37.44964465,0.015365282,10.044319,-0.141087575,-6.023132189,3.000873087,713,0.950694909
446,0.009532599,0.011112918,37.45847369,0.015367927,10.04432083,-0.140915089,-6.024157045,3.001477226,712,0.950568364
447,0.00953322,0.011115094,37.46857152,0.015369944,10.04428583,-0.14101313,-6.033202351,3.004769776,711,0.950588727
448,0.009534617,0.011119481,37.48235582,0.015369328,10.04416567,-0.140924358,-6.049693497,3.007269669,710,0.950474636
449,0.009535818,0.011124092,37.49412742,0.015369736,10.04405033,-0.139087703,-6.052639031,3.010324659,709,0.950426
450,0.009536073,0.011127252,37.50508299,0.01536672,10.04405467,-0.139073062,-6.049558794,3.010584487,708,0.950414727
451,0.009535684,0.011129284,37.51684575,0.015366932,10.04403733,-0.139285599,-6.039090692,3.009086226,707,0.950349
452,0.009535181,0.011130815,37.53088981,0.015368938,10.044181,-0.139427145,-6.037333979,3.008520944,706,0.950326364
453,0.00953411,0.011131682,37.54251629,0.01536924,10.04417633,-0.139574439,-6.022279542,3.006460506,705,0.950313727
454,0.009533212,0.011131935,37.55289712,0.01537059,10.04412983,-0.139760561,-6.016984927,3.004770857,704,0.950259818
455,0.009532219,0.011133129,37.56464371,0.015367215,10.04406917,-0.139867661,-6.000014232,3.001998562,703,0.950242273
456,0.009532377,0.01113536,37.57071835,0.015365788,10.04405067,-0.144403025,-5.990264468,2.998448486,702,0.950137364
457,0.009531716,0.011136117,37.57614456,0.015364812,10.0439835,-0.144290118,-5.975274805,2.994880804,701,0.950165091
458,0.009531398,0.011136812,37.57150593,0.015360013,10.0440415,-0.144125064,-5.957682613,2.992687877,700,0.950025727
459,0.009531025,0.011138007,37.57145227,0.015356959,10.04404133,-0.145970419,-5.95704865,2.992993697,699,0.949949636
460,0.009530379,0.011138214,37.57031556,0.015353955,10.04408233,-0.14606022,-5.953730665,2.992808707,698,0.949983455
461,0.009530024,0.011138961,37.57429441,0.015352366,10.04405917,-0.146059688,-5.950846952,2.991343651,697,0.949933091
462,0.00952906,0.011138796,37.58158621,0.015349147,10.0440185,-0.146117698,-5.954736003,2.993768527,696,0.949842636
